# campaign: supply-sensitivity (issue #511)
# question: CAN the band-selection rule keep the loop off the bottom of the
#   control window, where DR-012 Decision 4b measured the criterion is lost?
# sweep: f_out 10-200 MHz in 5 MHz steps x 5 bundles x 3 temperatures x 3 supplies
# band_rule: the lowest band reaching f at all three supplies inside DR-003
#   Decision 5's measured 0.9-2.7 V window
# t_sys_ns: sim/pfd-deadzone's MEASURED open-loop systematic term at that Vctrl,
#   interpolated on its 0.90/1.65/2.40 V grid (record 20260916-051356-8cedbba)
# over_ratified: |t_sys| > the ratified 1 ns Lock criterion, on the SYSTEMATIC
#   term alone -- before mc-cp-mismatch's 0.576 ns statistical term and the
#   0.239 ns divider retiming term are added
# budget_sum_ns / over_budget: DR-012 Decision 4a's summed budget at this point,
#   t_sys + 0.576 statistical + 0.239 retiming, graded against the
#   same ratified 1 ns. A worst-case linear sum, as the budget states it.
# NOTE: t_sys is measured OPEN LOOP at f_ref = 12.5 MHz. A cell at another f_out
#   runs at another f_ref under the Icp trim-code rule; DR-012 measured f_ref
#   moves this term by -6.4 % over a 2:1 change, so it is carried as the
#   operating-point term it is, not as a closed-loop prediction.
# NO SIMULATION WAS RUN. Every column is arithmetic on committed data.
fout_mhz,bundle,temp_c,vdd_v,band_rule,vctrl_rule_v,t_sys_ns,budget_sum_ns,over_ratified,over_budget,note
135,ss,27,3.30,6,1.438,0.4994,1.3144,no,yes,
135,ss,27,3.63,6,1.736,0.4720,1.2870,no,yes,
135,ss,125,2.97,6,0.919,0.8762,1.6912,no,yes,
135,ss,125,3.30,6,1.201,0.8719,1.6869,no,yes,
135,ss,125,3.63,6,1.463,0.8206,1.6356,no,yes,
135,fs,-40,2.97,6,1.436,0.2861,1.1011,no,yes,
135,fs,-40,3.30,6,1.746,0.1318,0.9468,no,no,
135,fs,-40,3.63,6,2.041,0.3183,1.1333,no,yes,
135,fs,27,2.97,6,1.290,0.4898,1.3048,no,yes,
135,fs,27,3.30,6,1.571,0.3184,1.1334,no,yes,
135,fs,27,3.63,6,1.838,0.4621,1.2771,no,yes,
135,fs,125,2.97,6,1.105,0.7941,1.6091,no,yes,
135,fs,125,3.30,6,1.355,0.7201,1.5351,no,yes,
135,fs,125,3.63,6,1.592,0.6468,1.4618,no,yes,
135,sf,-40,2.97,6,1.486,0.2199,1.0349,no,yes,
135,sf,-40,3.30,6,1.823,0.2408,1.0558,no,yes,
135,sf,-40,3.63,6,2.124,0.2784,1.0934,no,yes,
135,sf,27,2.97,6,1.317,0.4821,1.2971,no,yes,
135,sf,27,3.30,6,1.619,0.2990,1.1140,no,yes,
135,sf,27,3.63,6,1.897,0.4261,1.2411,no,yes,
135,sf,125,2.97,6,1.101,0.7723,1.5873,no,yes,
135,sf,125,3.30,6,1.368,0.6932,1.5082,no,yes,
135,sf,125,3.63,6,1.615,0.5104,1.3254,no,yes,
140,typical,-40,2.97,6,1.522,0.1711,0.9861,no,no,
140,typical,-40,3.30,6,1.855,0.2580,1.0730,no,yes,
140,typical,-40,3.63,6,2.167,0.3718,1.1868,no,yes,
140,typical,27,2.97,6,1.361,0.3799,1.1949,no,yes,
140,typical,27,3.30,6,1.662,0.1816,0.9966,no,no,
140,typical,27,3.63,6,1.945,0.4252,1.2402,no,yes,
140,typical,125,2.97,6,1.162,0.6676,1.4826,no,yes,
140,typical,125,3.30,6,1.427,0.6397,1.4547,no,yes,
140,typical,125,3.63,6,1.676,0.5622,1.3772,no,yes,
140,ff,-40,2.97,6,1.681,0.1501,0.9651,no,no,
140,ff,-40,3.30,6,1.983,0.2613,1.0763,no,yes,
140,ff,-40,3.63,6,2.259,0.2871,1.1021,no,yes,
140,ff,27,2.97,6,1.520,0.2675,1.0825,no,yes,
140,ff,27,3.30,6,1.796,0.2779,1.0929,no,yes,
140,ff,27,3.63,6,2.047,0.4021,1.2171,no,yes,
140,ff,125,2.97,6,1.321,0.5255,1.3405,no,yes,
140,ff,125,3.30,6,1.566,0.4990,1.3140,no,yes,
140,ff,125,3.63,6,1.792,0.5533,1.3683,no,yes,
140,ss,-40,2.97,6,1.354,0.3124,1.1274,no,yes,
140,ss,-40,3.30,6,1.694,0.1354,0.9504,no,no,
140,ss,-40,3.63,6,2.035,0.2353,1.0503,no,yes,
140,ss,27,2.97,6,1.192,0.5238,1.3388,no,yes,
140,ss,27,3.30,6,1.505,0.4011,1.2161,no,yes,
140,ss,27,3.63,6,1.811,0.4376,1.2526,no,yes,
140,ss,125,2.97,6,0.977,0.8076,1.6226,no,yes,
140,ss,125,3.30,6,1.261,0.7819,1.5969,no,yes,
140,ss,125,3.63,6,1.531,0.7105,1.5255,no,yes,
140,fs,-40,2.97,6,1.499,0.2145,1.0295,no,yes,
140,fs,-40,3.30,6,1.817,0.1603,0.9753,no,no,
140,fs,-40,3.63,6,2.120,0.2875,1.1025,no,yes,
140,fs,27,2.97,6,1.347,0.4201,1.2351,no,yes,
140,fs,27,3.30,6,1.635,0.2177,1.0327,no,yes,
140,fs,27,3.63,6,1.910,0.4452,1.2602,no,yes,
140,fs,125,2.97,6,1.160,0.7254,1.5404,no,yes,
140,fs,125,3.30,6,1.415,0.6257,1.4407,no,yes,
140,fs,125,3.63,6,1.658,0.5473,1.3623,no,yes,
140,sf,-40,2.97,6,1.550,0.1442,0.9592,no,no,
140,sf,-40,3.30,6,1.900,0.2597,1.0747,no,yes,
140,sf,-40,3.63,6,2.209,0.2324,1.0474,no,yes,
140,sf,27,2.97,6,1.378,0.4155,1.2305,no,yes,
140,sf,27,3.30,6,1.688,0.2581,1.0731,no,yes,
140,sf,27,3.63,6,1.975,0.3928,1.2078,no,yes,
140,sf,125,2.97,6,1.161,0.6892,1.5042,no,yes,
140,sf,125,3.30,6,1.433,0.6016,1.4166,no,yes,
140,sf,125,3.63,6,1.686,0.4292,1.2442,no,yes,
145,typical,-40,2.97,6,1.583,0.0972,0.9122,no,no,
145,typical,-40,3.30,6,1.927,0.2627,1.0777,no,yes,
145,typical,-40,3.63,6,2.248,0.3407,1.1557,no,yes,
145,typical,27,2.97,6,1.419,0.3080,1.1230,no,yes,
145,typical,27,3.30,6,1.729,0.1954,1.0104,no,yes,
145,typical,27,3.63,6,2.020,0.3897,1.2047,no,yes,
145,typical,125,2.97,6,1.218,0.5968,1.4118,no,yes,
145,typical,125,3.30,6,1.489,0.5477,1.3627,no,yes,
145,typical,125,3.63,6,1.745,0.5277,1.3427,no,yes,
145,ff,-40,2.97,6,1.747,0.1884,1.0034,no,yes,
145,ff,-40,3.30,6,2.058,0.2801,1.0951,no,yes,
145,ff,-40,3.63,6,2.345,0.2408,1.0558,no,yes,
145,ff,27,2.97,6,1.579,0.1936,1.0086,no,yes,
145,ff,27,3.30,6,1.864,0.2883,1.1033,no,yes,
145,ff,27,3.63,6,2.124,0.3524,1.1674,no,yes,
145,ff,125,2.97,6,1.376,0.4529,1.2679,no,yes,
145,ff,125,3.30,6,1.628,0.4077,1.2227,no,yes,
145,ff,125,3.63,6,1.861,0.5169,1.3319,no,yes,
145,ss,-40,2.97,6,1.418,0.2465,1.0615,no,yes,
145,ss,-40,3.30,6,1.764,0.1457,0.9607,no,no,
145,ss,-40,3.63,6,2.114,0.2107,1.0257,no,yes,
145,ss,27,2.97,6,1.252,0.4597,1.2747,no,yes,
145,ss,27,3.30,6,1.569,0.3076,1.1226,no,yes,
145,ss,27,3.63,6,1.882,0.4047,1.2197,no,yes,
145,ss,125,2.97,6,1.035,0.7390,1.5540,no,yes,
145,ss,125,3.30,6,1.322,0.6919,1.5069,no,yes,
145,ss,125,3.63,6,1.597,0.6038,1.4188,no,yes,
145,fs,-40,2.97,6,1.560,0.1457,0.9607,no,no,
145,fs,-40,3.30,6,1.886,0.1880,1.0030,no,yes,
145,fs,-40,3.63,6,2.199,0.2566,1.0716,no,yes,
145,fs,27,2.97,6,1.404,0.3504,1.1654,no,yes,
145,fs,27,3.30,6,1.699,0.2052,1.0202,no,yes,
145,fs,27,3.63,6,1.983,0.4284,1.2434,no,yes,
145,fs,125,2.97,6,1.214,0.6578,1.4728,no,yes,
145,fs,125,3.30,6,1.475,0.5314,1.3464,no,yes,
145,fs,125,3.63,6,1.724,0.5204,1.3354,no,yes,
145,sf,-40,2.97,6,1.614,0.0694,0.8844,no,no,
145,sf,-40,3.30,6,1.978,0.2786,1.0936,no,yes,
145,sf,-40,3.63,6,2.294,0.1865,1.0015,no,yes,
145,sf,27,2.97,6,1.439,0.3488,1.1638,no,yes,
145,sf,27,3.30,6,1.757,0.2654,1.0804,no,yes,
145,sf,27,3.63,6,2.053,0.3594,1.1744,no,yes,
145,sf,125,2.97,6,1.219,0.6087,1.4237,no,yes,
145,sf,125,3.30,6,1.498,0.5100,1.3250,no,yes,
145,sf,125,3.63,6,1.757,0.3888,1.2038,no,yes,
150,typical,-40,2.97,6,1.644,0.0232,0.8382,no,no,
150,typical,-40,3.30,6,1.998,0.2674,1.0824,no,yes,
150,typical,-40,3.63,6,2.329,0.3096,1.1246,no,yes,
150,typical,27,2.97,6,1.478,0.2361,1.0511,no,yes,
150,typical,27,3.30,6,1.795,0.2091,1.0241,no,yes,
150,typical,27,3.63,6,2.095,0.3542,1.1692,no,yes,
150,typical,125,2.97,6,1.270,0.5296,1.3446,no,yes,
150,typical,125,3.30,6,1.549,0.4600,1.2750,no,yes,
150,typical,125,3.63,6,1.813,0.4934,1.3084,no,yes,
150,ff,-40,2.97,6,1.812,0.2265,1.0415,no,yes,
150,ff,-40,3.30,6,2.133,0.2987,1.1137,no,yes,
150,ff,-40,3.63,6,2.430,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
150,ff,27,2.97,6,1.638,0.1198,0.9348,no,no,
150,ff,27,3.30,6,1.931,0.2986,1.1136,no,yes,
150,ff,27,3.63,6,2.199,0.3039,1.1189,no,yes,
150,ff,125,2.97,6,1.431,0.3803,1.1953,no,yes,
150,ff,125,3.30,6,1.690,0.3780,1.1930,no,yes,
150,ff,125,3.63,6,1.929,0.4807,1.2957,no,yes,
150,ss,-40,2.97,6,1.482,0.1806,0.9956,no,no,
150,ss,-40,3.30,6,1.834,0.1557,0.9707,no,no,
150,ss,-40,3.63,6,2.191,0.1868,1.0018,no,yes,
150,ss,27,2.97,6,1.311,0.3964,1.2114,no,yes,
150,ss,27,3.30,6,1.633,0.2142,1.0292,no,yes,
150,ss,27,3.63,6,1.953,0.3718,1.1868,no,yes,
150,ss,125,2.97,6,1.094,0.6704,1.4854,no,yes,
150,ss,125,3.30,6,1.383,0.6019,1.4169,no,yes,
150,ss,125,3.63,6,1.664,0.5128,1.3278,no,yes,
150,fs,-40,2.97,6,1.620,0.0769,0.8919,no,no,
150,fs,-40,3.30,6,1.955,0.2156,1.0306,no,yes,
150,fs,-40,3.63,6,2.278,0.2258,1.0408,no,yes,
150,fs,27,2.97,6,1.460,0.2806,1.0956,no,yes,
150,fs,27,3.30,6,1.764,0.2191,1.0341,no,yes,
150,fs,27,3.63,6,2.055,0.4115,1.2265,no,yes,
150,fs,125,2.97,6,1.265,0.5933,1.4083,no,yes,
150,fs,125,3.30,6,1.533,0.4398,1.2548,no,yes,
150,fs,125,3.63,6,1.791,0.4935,1.3085,no,yes,
150,sf,-40,2.97,6,1.677,0.0404,0.8554,no,no,
150,sf,-40,3.30,6,2.055,0.2975,1.1125,no,yes,
150,sf,-40,3.63,6,2.379,0.1405,0.9555,no,no,
150,sf,27,2.97,6,1.500,0.2822,1.0972,no,yes,
150,sf,27,3.30,6,1.824,0.2726,1.0876,no,yes,
150,sf,27,3.63,6,2.129,0.3268,1.1418,no,yes,
150,sf,125,2.97,6,1.274,0.5330,1.3480,no,yes,
150,sf,125,3.30,6,1.559,0.4239,1.2389,no,yes,
150,sf,125,3.63,6,1.827,0.3492,1.1642,no,yes,
155,typical,-40,2.97,6,1.705,0.0449,0.8599,no,no,
155,typical,-40,3.30,6,2.070,0.2721,1.0871,no,yes,
155,typical,-40,3.63,6,2.409,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
155,typical,27,2.97,6,1.534,0.1664,0.9814,no,no,
155,typical,27,3.30,6,1.859,0.2223,1.0373,no,yes,
155,typical,27,3.63,6,2.167,0.3200,1.1350,no,yes,
155,typical,125,2.97,6,1.323,0.4625,1.2775,no,yes,
155,typical,125,3.30,6,1.608,0.3733,1.1883,no,yes,
155,typical,125,3.63,6,1.878,0.4606,1.2756,no,yes,
155,ff,-40,2.97,6,1.874,0.2634,1.0784,no,yes,
155,ff,-40,3.30,6,2.206,0.3171,1.1321,no,yes,
155,ff,-40,3.63,6,2.512,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
155,ff,27,2.97,6,1.696,0.1379,0.9529,no,no,
155,ff,27,3.30,6,1.998,0.3090,1.1240,no,yes,
155,ff,27,3.63,6,2.275,0.2555,1.0705,no,yes,
155,ff,125,2.97,6,1.486,0.3078,1.1228,no,yes,
155,ff,125,3.30,6,1.751,0.3832,1.1982,no,yes,
155,ff,125,3.63,6,1.998,0.4445,1.2595,no,yes,
155,ss,-40,2.97,6,1.545,0.1167,0.9317,no,no,
155,ss,-40,3.30,6,1.902,0.1656,0.9806,no,no,
155,ss,-40,3.63,6,2.268,0.1630,0.9780,no,no,
155,ss,27,2.97,6,1.369,0.3330,1.1480,no,yes,
155,ss,27,3.30,6,1.697,0.1939,1.0089,no,yes,
155,ss,27,3.63,6,2.024,0.3389,1.1539,no,yes,
155,ss,125,2.97,6,1.152,0.6018,1.4168,no,yes,
155,ss,125,3.30,6,1.444,0.5119,1.3269,no,yes,
155,ss,125,3.63,6,1.730,0.4807,1.2957,no,yes,
155,fs,-40,2.97,6,1.681,0.0604,0.8754,no,no,
155,fs,-40,3.30,6,2.024,0.2433,1.0583,no,yes,
155,fs,-40,3.63,6,2.357,0.1949,1.0099,no,yes,
155,fs,27,2.97,6,1.517,0.2119,1.0269,no,yes,
155,fs,27,3.30,6,1.827,0.2328,1.0478,no,yes,
155,fs,27,3.63,6,2.127,0.3948,1.2098,no,yes,
155,fs,125,2.97,6,1.317,0.5288,1.3438,no,yes,
155,fs,125,3.30,6,1.591,0.3502,1.1652,no,yes,
155,fs,125,3.63,6,1.855,0.4677,1.2827,no,yes,
155,sf,-40,2.97,6,1.741,0.0728,0.8878,no,no,
155,sf,-40,3.30,6,2.128,0.3153,1.1303,no,yes,
155,sf,-40,3.63,6,2.461,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
155,sf,27,2.97,6,1.557,0.2196,1.0346,no,yes,
155,sf,27,3.30,6,1.890,0.2796,1.0946,no,yes,
155,sf,27,3.63,6,2.203,0.2951,1.1101,no,yes,
155,sf,125,2.97,6,1.329,0.4574,1.2724,no,yes,
155,sf,125,3.30,6,1.620,0.3381,1.1531,no,yes,
155,sf,125,3.63,6,1.894,0.3108,1.1258,no,yes,
160,typical,-40,2.97,6,1.766,0.0771,0.8921,no,no,
160,typical,-40,3.30,6,2.140,0.2767,1.0917,no,yes,
160,typical,-40,3.63,6,2.489,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
160,typical,27,2.97,6,1.590,0.0981,0.9131,no,no,
160,typical,27,3.30,6,1.922,0.2354,1.0504,no,yes,
160,typical,27,3.63,6,2.239,0.2860,1.1010,no,yes,
160,typical,125,2.97,6,1.376,0.3953,1.2103,no,yes,
160,typical,125,3.30,6,1.667,0.3103,1.1253,no,yes,
160,typical,125,3.63,6,1.943,0.4277,1.2427,no,yes,
160,ff,-40,2.97,6,1.937,0.3003,1.1153,no,yes,
160,ff,-40,3.30,6,2.279,0.3355,1.1505,no,yes,
160,ff,-40,3.63,6,2.595,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
160,ff,27,2.97,6,1.755,0.1804,0.9954,no,no,
160,ff,27,3.30,6,2.065,0.3193,1.1343,no,yes,
160,ff,27,3.63,6,2.350,0.2071,1.0221,no,yes,
160,ff,125,2.97,6,1.539,0.2383,1.0533,no,yes,
160,ff,125,3.30,6,1.813,0.3883,1.2033,no,yes,
160,ff,125,3.63,6,2.066,0.4083,1.2233,no,yes,
160,ss,-40,2.97,6,1.607,0.0534,0.8684,no,no,
160,ss,-40,3.30,6,1.970,0.1755,0.9905,no,no,
160,ss,-40,3.63,6,2.345,0.1391,0.9541,no,no,
160,ss,27,2.97,6,1.428,0.2696,1.0846,no,yes,
160,ss,27,3.30,6,1.761,0.2009,1.0159,no,yes,
160,ss,27,3.63,6,2.095,0.3061,1.1211,no,yes,
160,ss,125,2.97,6,1.209,0.5340,1.3490,no,yes,
160,ss,125,3.30,6,1.505,0.4222,1.2372,no,yes,
160,ss,125,3.63,6,1.797,0.4487,1.2637,no,yes,
160,fs,-40,2.97,6,1.741,0.0941,0.9091,no,no,
160,fs,-40,3.30,6,2.093,0.2709,1.0859,no,yes,
160,fs,-40,3.63,6,2.435,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
160,fs,27,2.97,6,1.571,0.1453,0.9603,no,no,
160,fs,27,3.30,6,1.888,0.2462,1.0612,no,yes,
160,fs,27,3.63,6,2.197,0.3786,1.1936,no,yes,
160,fs,125,2.97,6,1.368,0.4643,1.2793,no,yes,
160,fs,125,3.30,6,1.648,0.2607,1.0757,no,yes,
160,fs,125,3.63,6,1.918,0.4420,1.2570,no,yes,
160,sf,-40,2.97,6,1.804,0.1050,0.9200,no,no,
160,sf,-40,3.30,6,2.196,0.3318,1.1468,no,yes,
160,sf,-40,3.63,6,2.542,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
160,sf,27,2.97,6,1.615,0.1569,0.9719,no,no,
160,sf,27,3.30,6,1.956,0.2866,1.1016,no,yes,
160,sf,27,3.63,6,2.277,0.2635,1.0785,no,yes,
160,sf,125,2.97,6,1.384,0.3818,1.1968,no,yes,
160,sf,125,3.30,6,1.681,0.2949,1.1099,no,yes,
160,sf,125,3.63,6,1.962,0.2725,1.0875,no,yes,
165,typical,-40,2.97,6,1.826,0.1086,0.9236,no,no,
165,typical,-40,3.30,6,2.208,0.2812,1.0962,no,yes,
165,typical,-40,3.63,6,2.569,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
165,typical,27,2.97,6,1.645,0.0298,0.8448,no,no,
165,typical,27,3.30,6,1.986,0.2485,1.0635,no,yes,
165,typical,27,3.63,6,2.311,0.2519,1.0669,no,yes,
165,typical,125,2.97,6,1.429,0.3282,1.1432,no,yes,
165,typical,125,3.30,6,1.725,0.3081,1.1231,no,yes,
165,typical,125,3.63,6,2.009,0.3948,1.2098,no,yes,
165,ff,-40,2.97,6,2.000,0.3371,1.1521,no,yes,
165,ff,-40,3.30,6,2.353,0.3539,1.1689,no,yes,
165,ff,-40,3.63,6,2.678,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
165,ff,27,2.97,6,1.813,0.2224,1.0374,no,yes,
165,ff,27,3.30,6,2.131,0.3295,1.1445,no,yes,
165,ff,27,3.63,6,2.425,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
165,ff,125,2.97,6,1.591,0.1699,0.9849,no,no,
165,ff,125,3.30,6,1.871,0.3933,1.2083,no,yes,
165,ff,125,3.63,6,2.133,0.3729,1.1879,no,yes,
165,ss,-40,2.97,6,1.668,0.0195,0.8345,no,no,
165,ss,-40,3.30,6,2.039,0.1854,1.0004,no,yes,
165,ss,-40,3.63,6,2.421,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
165,ss,27,2.97,6,1.487,0.2063,1.0213,no,yes,
165,ss,27,3.30,6,1.824,0.2077,1.0227,no,yes,
165,ss,27,3.63,6,2.164,0.2742,1.0892,no,yes,
165,ss,125,2.97,6,1.264,0.4698,1.2848,no,yes,
165,ss,125,3.30,6,1.563,0.3362,1.1512,no,yes,
165,ss,125,3.63,6,1.860,0.4179,1.2329,no,yes,
165,fs,-40,2.97,6,1.802,0.1278,0.9428,no,no,
165,fs,-40,3.30,6,2.160,0.2981,1.1131,no,yes,
165,fs,-40,3.63,6,2.510,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
165,fs,27,2.97,6,1.625,0.0787,0.8937,no,no,
165,fs,27,3.30,6,1.950,0.2596,1.0746,no,yes,
165,fs,27,3.63,6,2.267,0.3623,1.1773,no,yes,
165,fs,125,2.97,6,1.420,0.3999,1.2149,no,yes,
165,fs,125,3.30,6,1.705,0.2651,1.0801,no,yes,
165,fs,125,3.63,6,1.982,0.4164,1.2314,no,yes,
165,sf,-40,2.97,6,1.865,0.1358,0.9508,no,no,
165,sf,-40,3.30,6,2.263,0.3483,1.1633,no,yes,
165,sf,-40,3.63,6,2.623,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
165,sf,27,2.97,6,1.672,0.1273,0.9423,no,no,
165,sf,27,3.30,6,2.021,0.2936,1.1086,no,yes,
165,sf,27,3.63,6,2.351,0.2319,1.0469,no,yes,
165,sf,125,2.97,6,1.438,0.3062,1.1212,no,yes,
165,sf,125,3.30,6,1.742,0.2929,1.1079,no,yes,
165,sf,125,3.63,6,2.029,0.2341,1.0491,no,yes,
170,typical,-40,2.97,6,1.885,0.1394,0.9544,no,no,
170,typical,-40,3.30,6,2.277,0.2856,1.1006,no,yes,
170,typical,-40,3.63,6,2.649,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
170,typical,27,2.97,6,1.701,0.0537,0.8687,no,no,
170,typical,27,3.30,6,2.049,0.2616,1.0766,no,yes,
170,typical,27,3.63,6,2.383,0.2178,1.0328,no,yes,
170,typical,125,2.97,6,1.482,0.2610,1.0760,no,yes,
170,typical,125,3.30,6,1.784,0.3059,1.1209,no,yes,
170,typical,125,3.63,6,2.074,0.3619,1.1769,no,yes,
170,ff,-40,2.97,7,1.123,0.7515,1.5665,no,yes,
170,ff,-40,3.30,7,1.361,0.6675,1.4825,no,yes,
170,ff,-40,3.63,7,1.576,0.7381,1.5531,no,yes,
170,ff,27,2.97,6,1.869,0.2629,1.0779,no,yes,
170,ff,27,3.30,6,2.196,0.3396,1.1546,no,yes,
170,ff,27,3.63,6,2.499,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
170,ff,125,2.97,6,1.643,0.1015,0.9165,no,no,
170,ff,125,3.30,6,1.930,0.3982,1.2132,no,yes,
170,ff,125,3.63,6,2.198,0.3384,1.1534,no,yes,
170,ss,-40,2.97,6,1.730,0.0552,0.8702,no,no,
170,ss,-40,3.30,6,2.107,0.1952,1.0102,no,yes,
170,ss,-40,3.63,6,2.495,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
170,ss,27,2.97,6,1.544,0.1444,0.9594,no,no,
170,ss,27,3.30,6,1.885,0.2144,1.0294,no,yes,
170,ss,27,3.63,6,2.233,0.2424,1.0574,no,yes,
170,ss,125,2.97,6,1.318,0.4057,1.2207,no,yes,
170,ss,125,3.30,6,1.622,0.2501,1.0651,no,yes,
170,ss,125,3.63,6,1.924,0.3873,1.2023,no,yes,
170,fs,-40,2.97,6,1.860,0.1603,0.9753,no,no,
170,fs,-40,3.30,6,2.228,0.3252,1.1402,no,yes,
170,fs,-40,3.63,6,2.586,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
170,fs,27,2.97,6,1.680,0.0678,0.8828,no,no,
170,fs,27,3.30,6,2.012,0.2730,1.0880,no,yes,
170,fs,27,3.63,6,2.337,0.3460,1.1610,no,yes,
170,fs,125,2.97,6,1.471,0.3354,1.1504,no,yes,
170,fs,125,3.30,6,1.762,0.2735,1.0885,no,yes,
170,fs,125,3.63,6,2.045,0.3907,1.2057,no,yes,
170,sf,-40,2.97,7,0.963,0.8347,1.6497,no,yes,
170,sf,-40,3.30,7,1.247,0.8025,1.6175,no,yes,
170,sf,-40,3.63,7,1.499,0.7806,1.5956,no,yes,
170,sf,27,2.97,6,1.729,0.1512,0.9662,no,no,
170,sf,27,3.30,6,2.087,0.3006,1.1156,no,yes,
170,sf,27,3.63,6,2.424,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
170,sf,125,2.97,6,1.493,0.2306,1.0456,no,yes,
170,sf,125,3.30,6,1.803,0.2910,1.1060,no,yes,
170,sf,125,3.63,6,2.097,0.1957,1.0107,no,yes,
175,typical,-40,2.97,7,1.009,0.7913,1.6063,no,yes,
175,typical,-40,3.30,7,1.282,0.7944,1.6094,no,yes,
175,typical,-40,3.63,7,1.533,0.7493,1.5643,no,yes,
175,typical,27,2.97,6,1.757,0.0859,0.9009,no,no,
175,typical,27,3.30,6,2.112,0.2746,1.0896,no,yes,
175,typical,27,3.63,6,2.453,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
175,typical,125,2.97,6,1.533,0.1957,1.0107,no,yes,
175,typical,125,3.30,6,1.841,0.3037,1.1187,no,yes,
175,typical,125,3.63,6,2.138,0.3298,1.1448,no,yes,
175,ff,-40,2.97,7,1.166,0.7017,1.5167,no,yes,
175,ff,-40,3.30,7,1.408,0.5876,1.4026,no,yes,
175,ff,-40,3.63,7,1.629,0.6502,1.4652,no,yes,
175,ff,27,2.97,6,1.925,0.3034,1.1184,no,yes,
175,ff,27,3.30,6,2.261,0.3496,1.1646,no,yes,
175,ff,27,3.63,6,2.572,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
175,ff,125,2.97,6,1.695,0.1244,0.9394,no,no,
175,ff,125,3.30,6,1.988,0.4031,1.2181,no,yes,
175,ff,125,3.63,6,2.264,0.3039,1.1189,no,yes,
175,ss,-40,2.97,6,1.792,0.0910,0.9060,no,no,
175,ss,-40,3.30,6,2.173,0.2048,1.0198,no,yes,
175,ss,-40,3.63,6,2.568,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
175,ss,27,2.97,6,1.601,0.0830,0.8980,no,no,
175,ss,27,3.30,6,1.947,0.2210,1.0360,no,yes,
175,ss,27,3.63,6,2.302,0.2106,1.0256,no,yes,
175,ss,125,2.97,6,1.373,0.3415,1.1565,no,yes,
175,ss,125,3.30,6,1.680,0.2092,1.0242,no,yes,
175,ss,125,3.63,6,1.987,0.3566,1.1716,no,yes,
175,fs,-40,2.97,6,1.918,0.1928,1.0078,no,yes,
175,fs,-40,3.30,6,2.295,0.3523,1.1673,no,yes,
175,fs,-40,3.63,6,2.662,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
175,fs,27,2.97,6,1.734,0.1038,0.9188,no,no,
175,fs,27,3.30,6,2.073,0.2863,1.1013,no,yes,
175,fs,27,3.63,6,2.407,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
175,fs,125,2.97,6,1.522,0.2718,1.0868,no,yes,
175,fs,125,3.30,6,1.818,0.2818,1.0968,no,yes,
175,fs,125,3.63,6,2.108,0.3651,1.1801,no,yes,
175,sf,-40,2.97,7,1.006,0.7837,1.5987,no,yes,
175,sf,-40,3.30,7,1.294,0.7329,1.5479,no,yes,
175,sf,-40,3.63,7,1.553,0.6915,1.5065,no,yes,
175,sf,27,2.97,6,1.786,0.1750,0.9900,no,no,
175,sf,27,3.30,6,2.150,0.3074,1.1224,no,yes,
175,sf,27,3.63,6,2.495,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
175,sf,125,2.97,6,1.546,0.1581,0.9731,no,no,
175,sf,125,3.30,6,1.861,0.2891,1.1041,no,yes,
175,sf,125,3.63,6,2.161,0.1589,0.9739,no,no,
180,typical,-40,2.97,7,1.050,0.7419,1.5569,no,yes,
180,typical,-40,3.30,7,1.326,0.7277,1.5427,no,yes,
180,typical,-40,3.63,7,1.583,0.6732,1.4882,no,yes,
180,typical,27,2.97,6,1.812,0.1179,0.9329,no,no,
180,typical,27,3.30,6,2.173,0.2873,1.1023,no,yes,
