# campaign: vco-tuning-range
# record_id: 20260731-175947-0a12e6c
# generated_utc: 2026-07-31T18:00:13Z
# pdk_variant: gf180mcuD
# pdk_open_pdks_hash: c6d73a35f524070e85faff4a6a9eef49553ebc2b
# pdk_root: /Users/rwalters/.volare/gf180mcuD
# model_file: libs.tech/ngspice/sm141064.ngspice (+ sm141064_mim.ngspice via mimcap_* sections)
# switches: design.ngspice defaults (sw_stat_global=0, sw_stat_mismatch=0 -> nominal skew, no Monte Carlo)
# simulator: ngspice-46
# netlist: design/vco.sch -> sim/vco-tuning-range/netlist-snapshots/20260731-175947-0a12e6c.spice
# corners: 7 bundles{typical,ff,ss,fs,sf,all-slow,all-fast} x temp{-40,27,125}C x vdd{2.97,3.30,3.63}V x band{0..7} x vctrl{0.9..2.7 in 0.3V} = 3528 points
# dut: 5-stage current-starved single-ended CMOS ring VCO (DR-001 Decision 2),
#   3-bit band select via three cascaded switched-ratio mirror stages
#   (x1.65 / x1.65^2 / x1.65^4), fine control by a source-degenerated V->I
#   converter offset by a 2*Vgs reference so I_sum ~ (Vctrl + Voff)/Rdeg.
#   Topology and sizing rationale: design/README.md.
# fosc_hz: measured at the buffered output CLK over 4 whole cycles after tsettle
# isupply_a: average current out of that instance's own VDD_VCO ammeter over
#   the measurement window (whole block: bias + ring + output buffer + decap)
# bundles: typical/ff/ss/fs/sf are MOS-only (res_typical, moscap_typical);
#   all-slow = ss+res_ss+moscap_ss ; all-fast = ff+res_ff+moscap_ff
bundle,temp_c,vdd_v,band,vctrl_v,fosc_hz,isupply_a
ff,27,3.30,2,2.7,2.45276e+07,0.000124896
ff,27,3.30,3,0.9,1.67718e+07,9.03904e-05
ff,27,3.30,3,1.2,2.03459e+07,0.000100485
ff,27,3.30,3,1.5,2.41146e+07,0.000115491
ff,27,3.30,3,1.8,2.79915e+07,0.000126322
ff,27,3.30,3,2.1,3.19889e+07,0.000138834
ff,27,3.30,3,2.4,3.60646e+07,0.000152476
ff,27,3.30,3,2.7,4.02787e+07,0.000164959
ff,27,3.30,4,0.9,2.84629e+07,9.95424e-05
ff,27,3.30,4,1.2,3.46312e+07,0.000112449
ff,27,3.30,4,1.5,4.11579e+07,0.000128502
ff,27,3.30,4,1.8,4.7984e+07,0.000142695
ff,27,3.30,4,2.1,5.4964e+07,0.000157399
ff,27,3.30,4,2.4,6.21049e+07,0.000174289
ff,27,3.30,4,2.7,6.94454e+07,0.000189999
ff,27,3.30,5,0.9,4.66474e+07,0.000133439
ff,27,3.30,5,1.2,5.70886e+07,0.000152494
ff,27,3.30,5,1.5,6.81913e+07,0.000177339
ff,27,3.30,5,1.8,7.98685e+07,0.000197187
ff,27,3.30,5,2.1,9.19428e+07,0.000219611
ff,27,3.30,5,2.4,1.04368e+08,0.000242569
ff,27,3.30,5,2.7,1.17234e+08,0.000265363
ff,27,3.30,6,0.9,8.03492e+07,0.000183126
ff,27,3.30,6,1.2,9.90243e+07,0.00021527
ff,27,3.30,6,1.5,1.19038e+08,0.000247786
ff,27,3.30,6,1.8,1.40251e+08,0.000280676
ff,27,3.30,6,2.1,1.62631e+08,0.000316334
ff,27,3.30,6,2.4,1.85728e+08,0.000350886
ff,27,3.30,6,2.7,2.09655e+08,0.000385804
ff,27,3.30,7,0.9,1.36261e+08,0.000266758
ff,27,3.30,7,1.2,1.69451e+08,0.000316404
ff,27,3.30,7,1.5,2.05512e+08,0.000373082
ff,27,3.30,7,1.8,2.43943e+08,0.000424018
ff,27,3.30,7,2.1,2.83932e+08,0.00047646
ff,27,3.30,7,2.4,3.25415e+08,0.0005312
ff,27,3.30,7,2.7,3.67766e+08,0.000586266
ff,27,3.63,0,0.9,3692480,6.35777e-05
ff,27,3.63,0,1.2,4438870,6.64607e-05
ff,27,3.63,0,1.5,5201920,7.28791e-05
ff,27,3.63,0,1.8,5992560,7.89123e-05
ff,27,3.63,0,2.1,6795750,8.56859e-05
ff,27,3.63,0,2.4,7588350,8.88176e-05
ff,27,3.63,0,2.7,8398320,9.45483e-05
ff,27,3.63,1,0.9,5862960,7.16621e-05
ff,27,3.63,1,1.2,7043830,7.98464e-05
ff,27,3.63,1,1.5,8285950,8.24423e-05
ff,27,3.63,1,1.8,9544690,9.23532e-05
ff,27,3.63,1,2.1,1.08404e+07,9.91672e-05
ff,27,3.63,1,2.4,1.21175e+07,0.00010875
ff,27,3.63,1,2.7,1.34474e+07,0.000114597
ff,27,3.63,2,0.9,9669820,7.86925e-05
ff,27,3.63,2,1.2,1.16517e+07,8.76852e-05
ff,27,3.63,2,1.5,1.37289e+07,9.692e-05
ff,27,3.63,2,1.8,1.58298e+07,0.000105213
ff,27,3.63,2,2.1,1.79568e+07,0.000115528
ff,27,3.63,2,2.4,2.01743e+07,0.000124221
ff,27,3.63,2,2.7,2.23577e+07,0.000133504
ff,27,3.63,3,0.9,1.54835e+07,9.92788e-05
ff,27,3.63,3,1.2,1.86923e+07,0.000111597
ff,27,3.63,3,1.5,2.20591e+07,0.000124005
ff,27,3.63,3,1.8,2.55205e+07,0.000136125
ff,27,3.63,3,2.1,2.90439e+07,0.000147148
ff,27,3.63,3,2.4,3.26898e+07,0.000162631
ff,27,3.63,3,2.7,3.63563e+07,0.000176377
ff,27,3.63,4,0.9,2.61989e+07,0.000107798
ff,27,3.63,4,1.2,3.17054e+07,0.000124137
ff,27,3.63,4,1.5,3.74957e+07,0.000139198
ff,27,3.63,4,1.8,4.35188e+07,0.000154406
ff,27,3.63,4,2.1,4.96098e+07,0.000169087
ff,27,3.63,4,2.4,5.59807e+07,0.000184283
ff,27,3.63,4,2.7,6.23532e+07,0.000199656
ff,27,3.63,5,0.9,4.24992e+07,0.000143841
ff,27,3.63,5,1.2,5.16572e+07,0.000165599
ff,27,3.63,5,1.5,6.13632e+07,0.000186323
ff,27,3.63,5,1.8,7.15076e+07,0.000211836
ff,27,3.63,5,2.1,8.20156e+07,0.000234727
ff,27,3.63,5,2.4,9.27571e+07,0.000258492
ff,27,3.63,5,2.7,1.03875e+08,0.000282188
ff,27,3.63,6,0.9,7.25537e+07,0.000195121
ff,27,3.63,6,1.2,8.87747e+07,0.00023168
ff,27,3.63,6,1.5,1.06112e+08,0.000264635
ff,27,3.63,6,1.8,1.2426e+08,0.000297978
ff,27,3.63,6,2.1,1.4341e+08,0.000332865
ff,27,3.63,6,2.4,1.63308e+08,0.000367519
ff,27,3.63,6,2.7,1.83645e+08,0.000404208
ff,27,3.63,7,0.9,1.21243e+08,0.000285659
ff,27,3.63,7,1.2,1.49622e+08,0.000332759
ff,27,3.63,7,1.5,1.80333e+08,0.000388821
ff,27,3.63,7,1.8,2.13063e+08,0.000444392
ff,27,3.63,7,2.1,2.47563e+08,0.000500682
ff,27,3.63,7,2.4,2.83395e+08,0.000554659
ff,27,3.63,7,2.7,3.20514e+08,0.000611346
ff,125,2.97,0,0.9,4543320,6.27091e-05
ff,125,2.97,0,1.2,5480240,6.83539e-05
ff,125,2.97,0,1.5,6466050,7.44582e-05
ff,125,2.97,0,1.8,7471460,8.21086e-05
ff,125,2.97,0,2.1,8501760,8.57124e-05
ff,125,2.97,0,2.4,9546110,9.17435e-05
ff,125,2.97,0,2.7,1.06049e+07,9.77236e-05
ff,125,2.97,1,0.9,7382180,7.26774e-05
ff,125,2.97,1,1.2,8920610,8.05403e-05
ff,125,2.97,1,1.5,1.05326e+07,8.82598e-05
ff,125,2.97,1,1.8,1.21894e+07,9.59938e-05
ff,125,2.97,1,2.1,1.39099e+07,0.000105385
ff,125,2.97,1,2.4,1.56497e+07,0.000112458
ff,125,2.97,1,2.7,1.74038e+07,0.000121781
ff,125,2.97,2,0.9,1.22441e+07,8.06136e-05
ff,125,2.97,2,1.2,1.48399e+07,9.04376e-05
ff,125,2.97,2,1.5,1.75702e+07,9.95682e-05
ff,125,2.97,2,1.8,2.04028e+07,0.000109973
ff,125,2.97,2,2.1,2.33349e+07,0.000119046
ff,125,2.97,2,2.4,2.63023e+07,0.000130193
ff,125,2.97,2,2.7,2.93462e+07,0.000140171
ff,125,2.97,3,0.9,2.01589e+07,0.000100878
ff,125,2.97,3,1.2,2.45323e+07,0.00011443
ff,125,2.97,3,1.5,2.91379e+07,0.000129468
ff,125,2.97,3,1.8,3.39483e+07,0.000143343
ff,125,2.97,3,2.1,3.88964e+07,0.00015759
ff,125,2.97,3,2.4,4.40571e+07,0.000172337
ff,125,2.97,3,2.7,4.92827e+07,0.000187561
ff,125,2.97,4,0.9,3.55259e+07,0.000113743
ff,125,2.97,4,1.2,4.33491e+07,0.000129115
ff,125,2.97,4,1.5,5.16826e+07,0.000144489
ff,125,2.97,4,1.8,6.04336e+07,0.000161915
ff,125,2.97,4,2.1,6.95501e+07,0.000177447
ff,125,2.97,4,2.4,7.8964e+07,0.00019545
ff,125,2.97,4,2.7,8.86695e+07,0.000211979
ff,125,2.97,5,0.9,5.96893e+07,0.000152566
ff,125,2.97,5,1.2,7.33198e+07,0.000175648
ff,125,2.97,5,1.5,8.80029e+07,0.000201238
ff,125,2.97,5,1.8,1.03596e+08,0.000226929
ff,125,2.97,5,2.1,1.19925e+08,0.000250981
ff,125,2.97,5,2.4,1.36959e+08,0.000277216
ff,125,2.97,5,2.7,1.54601e+08,0.000303535
ff,125,2.97,6,0.9,1.04015e+08,0.000209952
ff,125,2.97,6,1.2,1.29067e+08,0.000245558
ff,125,2.97,6,1.5,1.5625e+08,0.000282262
ff,125,2.97,6,1.8,1.85081e+08,0.000321302
ff,125,2.97,6,2.1,2.15139e+08,0.000359348
ff,125,2.97,6,2.4,2.46124e+08,0.000397433
ff,125,2.97,6,2.7,2.77628e+08,0.000435702
ff,125,2.97,7,0.9,1.82593e+08,0.000309383
ff,125,2.97,7,1.2,2.27629e+08,0.000367078
ff,125,2.97,7,1.5,2.7554e+08,0.000422942
ff,125,2.97,7,1.8,3.24857e+08,0.000480353
ff,125,2.97,7,2.1,3.74727e+08,0.000537799
ff,125,2.97,7,2.4,4.24227e+08,0.00059724
ff,125,2.97,7,2.7,4.72864e+08,0.000650431
ff,125,3.30,0,0.9,4188480,7.0671e-05
ff,125,3.30,0,1.2,5030560,7.53131e-05
ff,125,3.30,0,1.5,5911720,8.07826e-05
ff,125,3.30,0,1.8,6802990,8.5677e-05
ff,125,3.30,0,2.1,7719440,9.22367e-05
ff,125,3.30,0,2.4,8655300,9.76635e-05
ff,125,3.30,0,2.7,9591560,0.00010489
ff,125,3.30,1,0.9,6746390,7.85728e-05
ff,125,3.30,1,1.2,8117450,8.5879e-05
ff,125,3.30,1,1.5,9548550,9.52533e-05
ff,125,3.30,1,1.8,1.10202e+07,0.00010458
ff,125,3.30,1,2.1,1.24508e+07,0.000110889
ff,125,3.30,1,2.4,1.40491e+07,0.000119362
ff,125,3.30,1,2.7,1.56196e+07,0.000128637
ff,125,3.30,2,0.9,1.11236e+07,8.71399e-05
ff,125,3.30,2,1.2,1.34137e+07,9.64062e-05
ff,125,3.30,2,1.5,1.58263e+07,0.000107882
ff,125,3.30,2,1.8,1.83212e+07,0.00011755
ff,125,3.30,2,2.1,2.08494e+07,0.00012688
ff,125,3.30,2,2.4,2.34613e+07,0.000138124
ff,125,3.30,2,2.7,2.61269e+07,0.000146931
ff,125,3.30,3,0.9,1.81382e+07,0.000107526
ff,125,3.30,3,1.2,2.19599e+07,0.000121995
ff,125,3.30,3,1.5,2.59711e+07,0.000136481
ff,125,3.30,3,1.8,3.01306e+07,0.000152028
ff,125,3.30,3,2.1,3.44347e+07,0.000164673
ff,125,3.30,3,2.4,3.88633e+07,0.000180656
ff,125,3.30,3,2.7,4.33522e+07,0.000196082
ff,125,3.30,4,0.9,3.17752e+07,0.000121878
ff,125,3.30,4,1.2,3.85507e+07,0.000137074
ff,125,3.30,4,1.5,4.57422e+07,0.000153208
ff,125,3.30,4,1.8,5.32425e+07,0.000170454
ff,125,3.30,4,2.1,6.09861e+07,0.000188542
ff,125,3.30,4,2.4,6.90416e+07,0.000205251
ff,125,3.30,4,2.7,7.72953e+07,0.000222911
ff,125,3.30,5,0.9,5.27288e+07,0.000162305
ff,125,3.30,5,1.2,6.43496e+07,0.000188122
ff,125,3.30,5,1.5,7.67832e+07,0.000209569
ff,125,3.30,5,1.8,8.9882e+07,0.000236418
ff,125,3.30,5,2.1,1.03589e+08,0.000260884
ff,125,3.30,5,2.4,1.17835e+08,0.000288516
ff,125,3.30,5,2.7,1.32566e+08,0.00031557
ff,125,3.30,6,0.9,9.08234e+07,0.000224483
ff,125,3.30,6,1.2,1.11882e+08,0.00025832
ff,125,3.30,6,1.5,1.34695e+08,0.000298155
ff,125,3.30,6,1.8,1.58919e+08,0.000334175
ff,125,3.30,6,2.1,1.8452e+08,0.000376114
ff,125,3.30,6,2.4,2.10991e+08,0.000413051
ff,125,3.30,6,2.7,2.38335e+08,0.00045287
ff,125,3.30,7,0.9,1.57275e+08,0.000324983
ff,125,3.30,7,1.2,1.95542e+08,0.000383715
ff,125,3.30,7,1.5,2.369e+08,0.000438815
ff,125,3.30,7,1.8,2.80396e+08,0.000502056
ff,125,3.30,7,2.1,3.25272e+08,0.00056342
ff,125,3.30,7,2.4,3.7092e+08,0.000622884
ff,125,3.30,7,2.7,4.16697e+08,0.000682142
ff,125,3.63,0,0.9,3964530,7.71675e-05
ff,125,3.63,0,1.2,4739980,8.0955e-05
ff,125,3.63,0,1.5,5542050,8.73237e-05
ff,125,3.63,0,1.8,6366090,9.47826e-05
ff,125,3.63,0,2.1,7208050,0.000100551
ff,125,3.63,0,2.4,8049830,0.000106128
ff,125,3.63,0,2.7,8900200,0.0001116
ff,125,3.63,1,0.9,6329170,8.70315e-05
ff,125,3.63,1,1.2,7573140,9.36773e-05
ff,125,3.63,1,1.5,8872180,0.000102691
ff,125,3.63,1,1.8,1.02027e+07,0.000110558
ff,125,3.63,1,2.1,1.15581e+07,0.000120209
ff,125,3.63,1,2.4,1.29369e+07,0.000128368
ff,125,3.63,1,2.7,1.4337e+07,0.000134976
ff,125,3.63,2,0.9,1.03727e+07,9.58072e-05
ff,125,3.63,2,1.2,1.24472e+07,0.000105441
ff,125,3.63,2,1.5,1.46184e+07,0.000114385
ff,125,3.63,2,1.8,1.68493e+07,0.000123888
ff,125,3.63,2,2.1,1.91139e+07,0.000135727
ff,125,3.63,2,2.4,2.14553e+07,0.000146663
ff,125,3.63,2,2.7,2.3825e+07,0.000157156
ff,125,3.63,3,0.9,1.67552e+07,0.000117898
ff,125,3.63,3,1.2,2.01629e+07,0.000131615
ff,125,3.63,3,1.5,2.37479e+07,0.000145985
ff,125,3.63,3,1.8,2.74519e+07,0.000160361
ff,125,3.63,3,2.1,3.12603e+07,0.000174872
ff,125,3.63,3,2.4,3.51464e+07,0.000191709
ff,125,3.63,3,2.7,3.91257e+07,0.000204572
ff,125,3.63,4,0.9,2.92264e+07,0.000132927
ff,125,3.63,4,1.2,3.52784e+07,0.000146399
ff,125,3.63,4,1.5,4.16343e+07,0.000165485
ff,125,3.63,4,1.8,4.82706e+07,0.000181522
ff,125,3.63,4,2.1,5.50774e+07,0.000198391
ff,125,3.63,4,2.4,6.21176e+07,0.000217521
ff,125,3.63,4,2.7,6.93266e+07,0.000235313
ff,125,3.63,5,0.9,4.79761e+07,0.000175413
ff,125,3.63,5,1.2,5.81767e+07,0.000195975
ff,125,3.63,5,1.5,6.90288e+07,0.000223709
ff,125,3.63,5,1.8,8.04172e+07,0.000251029
ff,125,3.63,5,2.1,9.22158e+07,0.00027461
ff,125,3.63,5,2.4,1.04545e+08,0.000303864
ff,125,3.63,5,2.7,1.17204e+08,0.000329481
ff,125,3.63,6,0.9,8.18524e+07,0.000232808
ff,125,3.63,6,1.2,1.00107e+08,0.000272218
ff,125,3.63,6,1.5,1.19775e+08,0.000312291
ff,125,3.63,6,1.8,1.40582e+08,0.000349236
ff,125,3.63,6,2.1,1.6248e+08,0.000392503
ff,125,3.63,6,2.4,1.85438e+08,0.000430596
ff,125,3.63,6,2.7,2.09057e+08,0.000471318
ff,125,3.63,7,0.9,1.39646e+08,0.000341244
ff,125,3.63,7,1.2,1.7251e+08,0.000401316
ff,125,3.63,7,1.5,2.08222e+08,0.00045754
ff,125,3.63,7,1.8,2.46155e+08,0.000523095
ff,125,3.63,7,2.1,2.85772e+08,0.0005864
ff,125,3.63,7,2.4,3.2665e+08,0.00064799
ff,125,3.63,7,2.7,3.68364e+08,0.000709404
fs,-40,2.97,0,0.9,4237750,3.74765e-05
fs,-40,2.97,0,1.2,5135480,4.11302e-05
fs,-40,2.97,0,1.5,6073730,4.49201e-05
fs,-40,2.97,0,1.8,7064260,5.03424e-05
fs,-40,2.97,0,2.1,8040810,5.45028e-05
fs,-40,2.97,0,2.4,9048160,5.87158e-05
fs,-40,2.97,0,2.7,1.01039e+07,6.40955e-05
fs,-40,2.97,1,0.9,6867340,4.3326e-05
fs,-40,2.97,1,1.2,8330400,4.92727e-05
fs,-40,2.97,1,1.5,9896720,5.50396e-05
fs,-40,2.97,1,1.8,1.14811e+07,6.07609e-05
fs,-40,2.97,1,2.1,1.31227e+07,6.83512e-05
fs,-40,2.97,1,2.4,1.47995e+07,7.35465e-05
fs,-40,2.97,1,2.7,1.65446e+07,8.10616e-05
fs,-40,2.97,2,0.9,1.16469e+07,4.99841e-05
fs,-40,2.97,2,1.2,1.41558e+07,5.67235e-05
fs,-40,2.97,2,1.5,1.68263e+07,6.37872e-05
fs,-40,2.97,2,1.8,1.95874e+07,7.12671e-05
fs,-40,2.97,2,2.1,2.24185e+07,7.89651e-05
fs,-40,2.97,2,2.4,2.53645e+07,8.69404e-05
fs,-40,2.97,2,2.7,2.8343e+07,9.43459e-05
fs,-40,2.97,3,0.9,1.90711e+07,6.48558e-05
fs,-40,2.97,3,1.2,2.32605e+07,7.5395e-05
fs,-40,2.97,3,1.5,2.77269e+07,8.47351e-05
fs,-40,2.97,3,1.8,3.23752e+07,9.58808e-05
fs,-40,2.97,3,2.1,3.7193e+07,0.000108957
fs,-40,2.97,3,2.4,4.22098e+07,0.000119787
fs,-40,2.97,3,2.7,4.73025e+07,0.000129719
fs,-40,2.97,4,0.9,3.19429e+07,7.19971e-05
fs,-40,2.97,4,1.2,3.91425e+07,8.32178e-05
fs,-40,2.97,4,1.5,4.67908e+07,9.54355e-05
fs,-40,2.97,4,1.8,5.48945e+07,0.000108189
fs,-40,2.97,4,2.1,6.32757e+07,0.000121081
fs,-40,2.97,4,2.4,7.17906e+07,0.00013382
fs,-40,2.97,4,2.7,8.06824e+07,0.000147485
fs,-40,2.97,5,0.9,5.33387e+07,9.92289e-05
fs,-40,2.97,5,1.2,6.56126e+07,0.000116031
fs,-40,2.97,5,1.5,7.88129e+07,0.000135402
fs,-40,2.97,5,1.8,9.28438e+07,0.000153314
fs,-40,2.97,5,2.1,1.07359e+08,0.000173747
fs,-40,2.97,5,2.4,1.22226e+08,0.000191554
fs,-40,2.97,5,2.7,1.37707e+08,0.000212529
fs,-40,2.97,6,0.9,9.40975e+07,0.000143526
fs,-40,2.97,6,1.2,1.16222e+08,0.000168008
fs,-40,2.97,6,1.5,1.40042e+08,0.00019715
fs,-40,2.97,6,1.8,1.64861e+08,0.000223755
fs,-40,2.97,6,2.1,1.90616e+08,0.000253594
fs,-40,2.97,6,2.4,2.16886e+08,0.000282647
fs,-40,2.97,6,2.7,2.43657e+08,0.000311587
fs,-40,2.97,7,0.9,1.60223e+08,0.000211615
fs,-40,2.97,7,1.2,1.98007e+08,0.000254053
fs,-40,2.97,7,1.5,2.38057e+08,0.00029622
fs,-40,2.97,7,1.8,2.79233e+08,0.000340163
fs,-40,2.97,7,2.1,3.20841e+08,0.000383229
fs,-40,2.97,7,2.4,3.62239e+08,0.000428675
fs,-40,2.97,7,2.7,4.03389e+08,0.00047185
fs,-40,3.30,0,0.9,3843480,4.09886e-05
fs,-40,3.30,0,1.2,4628930,4.53348e-05
fs,-40,3.30,0,1.5,5460420,4.90559e-05
fs,-40,3.30,0,1.8,6316830,5.38467e-05
fs,-40,3.30,0,2.1,7182060,5.80234e-05
fs,-40,3.30,0,2.4,8038710,6.28856e-05
fs,-40,3.30,0,2.7,8922280,6.84601e-05
fs,-40,3.30,1,0.9,6161370,4.86236e-05
fs,-40,3.30,1,1.2,7433310,5.35783e-05
fs,-40,3.30,1,1.5,8779160,6.01408e-05
fs,-40,3.30,1,1.8,1.01738e+07,6.65294e-05
fs,-40,3.30,1,2.1,1.15898e+07,7.32029e-05
fs,-40,3.30,1,2.4,1.29935e+07,7.99193e-05
fs,-40,3.30,1,2.7,1.44424e+07,8.55602e-05
fs,-40,3.30,2,0.9,1.03564e+07,5.38074e-05
fs,-40,3.30,2,1.2,1.25007e+07,6.10554e-05
fs,-40,3.30,2,1.5,1.47861e+07,7.01505e-05
fs,-40,3.30,2,1.8,1.71431e+07,7.68625e-05
fs,-40,3.30,2,2.1,1.95391e+07,8.48573e-05
fs,-40,3.30,2,2.4,2.19906e+07,9.29072e-05
fs,-40,3.30,2,2.7,2.44669e+07,0.000100851
fs,-40,3.30,3,0.9,1.67189e+07,7.09291e-05
fs,-40,3.30,3,1.2,2.02621e+07,8.10626e-05
fs,-40,3.30,3,1.5,2.39843e+07,9.20188e-05
fs,-40,3.30,3,1.8,2.78839e+07,0.000102683
fs,-40,3.30,3,2.1,3.1944e+07,0.000113356
fs,-40,3.30,3,2.4,3.59616e+07,0.000125858
fs,-40,3.30,3,2.7,4.02464e+07,0.000137337
fs,-40,3.30,4,0.9,2.77849e+07,7.87382e-05
fs,-40,3.30,4,1.2,3.37844e+07,8.93641e-05
fs,-40,3.30,4,1.5,4.01598e+07,0.000103703
fs,-40,3.30,4,1.8,4.69013e+07,0.00011495
fs,-40,3.30,4,2.1,5.38472e+07,0.000128107
fs,-40,3.30,4,2.4,6.09561e+07,0.000142276
fs,-40,3.30,4,2.7,6.82917e+07,0.000155651
fs,-40,3.30,5,0.9,4.57058e+07,0.000107345
fs,-40,3.30,5,1.2,5.58416e+07,0.000124839
fs,-40,3.30,5,1.5,6.68068e+07,0.000143998
fs,-40,3.30,5,1.8,7.81893e+07,0.000162939
fs,-40,3.30,5,2.1,9.01032e+07,0.000181498
fs,-40,3.30,5,2.4,1.02471e+08,0.000203737
fs,-40,3.30,5,2.7,1.14993e+08,0.00022406
fs,-40,3.30,6,0.9,7.9881e+07,0.000150892
fs,-40,3.30,6,1.2,9.81421e+07,0.000178768
fs,-40,3.30,6,1.5,1.17838e+08,0.000208188
fs,-40,3.30,6,1.8,1.38733e+08,0.000234873
fs,-40,3.30,6,2.1,1.60538e+08,0.000265762
fs,-40,3.30,6,2.4,1.82797e+08,0.0002965
fs,-40,3.30,6,2.7,2.06087e+08,0.000326235
fs,-40,3.30,7,0.9,1.3506e+08,0.000225286
fs,-40,3.30,7,1.2,1.66948e+08,0.000267572
fs,-40,3.30,7,1.5,2.01527e+08,0.000311313
fs,-40,3.30,7,1.8,2.37689e+08,0.000357672
fs,-40,3.30,7,2.1,2.75061e+08,0.000402763
fs,-40,3.30,7,2.4,3.13222e+08,0.000450043
fs,-40,3.30,7,2.7,3.51939e+08,0.000496608
fs,-40,3.63,0,0.9,3578650,4.56041e-05
fs,-40,3.63,0,1.2,4295990,5.06296e-05
fs,-40,3.63,0,1.5,5040320,5.36856e-05
fs,-40,3.63,0,1.8,5808470,5.93916e-05
fs,-40,3.63,0,2.1,6575120,6.46699e-05
fs,-40,3.63,0,2.4,7372190,7.05024e-05
fs,-40,3.63,0,2.7,8170660,7.41677e-05
fs,-40,3.63,1,0.9,5693340,5.43257e-05
fs,-40,3.63,1,1.2,6833970,5.88777e-05
fs,-40,3.63,1,1.5,8021310,6.64492e-05
fs,-40,3.63,1,1.8,9247320,7.13666e-05
fs,-40,3.63,1,2.1,1.05208e+07,7.93715e-05
fs,-40,3.63,1,2.4,1.17657e+07,8.54593e-05
fs,-40,3.63,1,2.7,1.30531e+07,9.22891e-05
fs,-40,3.63,2,0.9,9518170,5.956e-05
fs,-40,3.63,2,1.2,1.14349e+07,6.79373e-05
fs,-40,3.63,2,1.5,1.34471e+07,7.56001e-05
fs,-40,3.63,2,1.8,1.54933e+07,8.42918e-05
fs,-40,3.63,2,2.1,1.76137e+07,9.13869e-05
fs,-40,3.63,2,2.4,1.97674e+07,9.98707e-05
fs,-40,3.63,2,2.7,2.18961e+07,0.000108531
fs,-40,3.63,3,0.9,1.51934e+07,7.66009e-05
fs,-40,3.63,3,1.2,1.82894e+07,8.8713e-05
fs,-40,3.63,3,1.5,2.15965e+07,9.92999e-05
fs,-40,3.63,3,1.8,2.49664e+07,0.000110674
fs,-40,3.63,3,2.1,2.84043e+07,0.000121814
fs,-40,3.63,3,2.4,3.2024e+07,0.000134352
fs,-40,3.63,3,2.7,3.56455e+07,0.000145223
fs,-40,3.63,4,0.9,2.51121e+07,8.67886e-05
fs,-40,3.63,4,1.2,3.0353e+07,9.82357e-05
fs,-40,3.63,4,1.5,3.58631e+07,0.00011034
fs,-40,3.63,4,1.8,4.16691e+07,0.00012371
fs,-40,3.63,4,2.1,4.75858e+07,0.000139231
fs,-40,3.63,4,2.4,5.36806e+07,0.000151086
fs,-40,3.63,4,2.7,5.99655e+07,0.000164748
fs,-40,3.63,5,0.9,4.0719e+07,0.000113917
fs,-40,3.63,5,1.2,4.94401e+07,0.000133427
fs,-40,3.63,5,1.5,5.88186e+07,0.000153788
fs,-40,3.63,5,1.8,6.85654e+07,0.00017226
fs,-40,3.63,5,2.1,7.85896e+07,0.000193096
fs,-40,3.63,5,2.4,8.90748e+07,0.000214449
fs,-40,3.63,5,2.7,9.97733e+07,0.000237234
fs,-40,3.63,6,0.9,7.04916e+07,0.000162308
fs,-40,3.63,6,1.2,8.60619e+07,0.000190356
fs,-40,3.63,6,1.5,1.02797e+08,0.000219557
fs,-40,3.63,6,1.8,1.19712e+08,0.000249837
fs,-40,3.63,6,2.1,1.3873e+08,0.000280183
fs,-40,3.63,6,2.4,1.57725e+08,0.000309973
fs,-40,3.63,6,2.7,1.77488e+08,0.000341768
fs,-40,3.63,7,0.9,1.17571e+08,0.000239411
fs,-40,3.63,7,1.2,1.44506e+08,0.000282592
fs,-40,3.63,7,1.5,1.73857e+08,0.000327499
fs,-40,3.63,7,1.8,2.04737e+08,0.000373092
fs,-40,3.63,7,2.1,2.37279e+08,0.000420292
fs,-40,3.63,7,2.4,2.70729e+08,0.000471269
fs,-40,3.63,7,2.7,3.05131e+08,0.000517931
fs,27,2.97,0,0.9,4475210,4.37286e-05
fs,27,2.97,0,1.2,5421760,4.83628e-05
fs,27,2.97,0,1.5,6409990,5.27266e-05
fs,27,2.97,0,1.8,7447120,5.83852e-05
fs,27,2.97,0,2.1,8496140,6.39499e-05
fs,27,2.97,0,2.4,9569170,6.82797e-05
fs,27,2.97,0,2.7,1.06496e+07,7.44553e-05
fs,27,2.97,1,0.9,7288430,5.13042e-05
fs,27,2.97,1,1.2,8837690,5.75888e-05
fs,27,2.97,1,1.5,1.04927e+07,6.46723e-05
fs,27,2.97,1,1.8,1.21884e+07,7.18483e-05
fs,27,2.97,1,2.1,1.39179e+07,7.88682e-05
fs,27,2.97,1,2.4,1.57186e+07,8.55659e-05
fs,27,2.97,1,2.7,1.7523e+07,9.36447e-05
fs,27,2.97,2,0.9,1.22323e+07,5.84892e-05
fs,27,2.97,2,1.2,1.48934e+07,6.59653e-05
fs,27,2.97,2,1.5,1.77054e+07,7.43885e-05
fs,27,2.97,2,1.8,2.06381e+07,8.26721e-05
fs,27,2.97,2,2.1,2.36513e+07,9.00161e-05
fs,27,2.97,2,2.4,2.67306e+07,0.000100383
fs,27,2.97,2,2.7,2.98599e+07,0.000108116
fs,27,2.97,3,0.9,2.01624e+07,7.57524e-05
