bundle,temp_c,vdd_v,band,vctrl_v,fosc_hz,kvco_hz_per_v,kvco_over_f_per_v,isupply_a,inside_v1_band
ss,27,3.63,5,2.70,1.13938e+08,4.088e+07,0.35879,0.000252834,1
ss,27,3.63,6,0.90,8.39474e+07,5.5372e+07,0.6596,0.000184291,1
ss,27,3.63,6,1.20,1.00559e+08,5.8871e+07,0.58544,0.000211126,1
ss,27,3.63,6,1.50,1.1927e+08,6.4445e+07,0.54033,0.000241163,1
ss,27,3.63,6,1.80,1.39226e+08,6.841333e+07,0.49138,0.000273197,1
ss,27,3.63,6,2.10,1.60318e+08,7.149333e+07,0.44595,0.00030395,1
ss,27,3.63,6,2.40,1.82122e+08,7.3615e+07,0.40421,0.000334925,1
ss,27,3.63,6,2.70,2.04487e+08,7.455e+07,0.36457,0.000369715,0
ss,27,3.63,7,0.90,1.4457e+08,9.827333e+07,0.67976,0.000272917,1
ss,27,3.63,7,1.20,1.74052e+08,1.03885e+08,0.59686,0.000314885,1
ss,27,3.63,7,1.50,2.06901e+08,1.124233e+08,0.54337,0.000363048,0
ss,27,3.63,7,1.80,2.41506e+08,1.1686e+08,0.48388,0.000412113,0
ss,27,3.63,7,2.10,2.77017e+08,1.1919e+08,0.43026,0.000459935,0
ss,27,3.63,7,2.40,3.1302e+08,1.199783e+08,0.38329,0.000509308,0
ss,27,3.63,7,2.70,3.49004e+08,1.199467e+08,0.34368,0.00055805,0
ss,125,2.97,0,0.90,5224330,3090533,0.59157,5.83062e-05,0
ss,125,2.97,0,1.20,6151490,3228100,0.52477,6.37702e-05,0
ss,125,2.97,0,1.50,7161190,3428450,0.47875,6.90581e-05,0
ss,125,2.97,0,1.80,8208560,3556900,0.43332,7.43144e-05,0
ss,125,2.97,0,2.10,9295330,3704900,0.39858,8.0506e-05,0
ss,125,2.97,0,2.40,1.04315e+07,3799283,0.36421,8.53756e-05,1
ss,125,2.97,0,2.70,1.15749e+07,3811333,0.32928,9.15984e-05,1
ss,125,2.97,1,0.90,8610180,5148067,0.5979,6.84923e-05,0
ss,125,2.97,1,1.20,1.01546e+07,5397700,0.53155,7.55442e-05,1
ss,125,2.97,1,1.50,1.18488e+07,5774500,0.48735,8.24025e-05,1
ss,125,2.97,1,1.80,1.36193e+07,6027167,0.44255,8.98136e-05,1
ss,125,2.97,1,2.10,1.54651e+07,6268833,0.40535,9.73922e-05,1
ss,125,2.97,1,2.40,1.73806e+07,6366167,0.36628,0.000105978,1
ss,125,2.97,1,2.70,1.92848e+07,6347333,0.32914,0.000113349,1
ss,125,2.97,2,0.90,1.44964e+07,8896667,0.61372,7.66346e-05,1
ss,125,2.97,2,1.20,1.71654e+07,9344833,0.5444,8.45316e-05,1
ss,125,2.97,2,1.50,2.01033e+07,1.005983e+07,0.50041,9.32662e-05,1
ss,125,2.97,2,1.80,2.32013e+07,1.053167e+07,0.45393,0.000101822,1
ss,125,2.97,2,2.10,2.64223e+07,1.098467e+07,0.41573,0.000111359,1
ss,125,2.97,2,2.40,2.97921e+07,1.129717e+07,0.3792,0.000120861,1
ss,125,2.97,2,2.70,3.32006e+07,1.136167e+07,0.34221,0.00013,1
ss,125,2.97,3,0.90,2.43891e+07,1.5335e+07,0.62876,9.7392e-05,1
ss,125,2.97,3,1.20,2.89896e+07,1.618033e+07,0.55814,0.000108831,1
ss,125,2.97,3,1.50,3.40973e+07,1.75465e+07,0.5146,0.000121621,1
ss,125,2.97,3,1.80,3.95175e+07,1.8538e+07,0.46911,0.000134602,1
ss,125,2.97,3,2.10,4.52201e+07,1.937217e+07,0.4284,0.00014825,1
ss,125,2.97,3,2.40,5.11408e+07,2.011283e+07,0.39328,0.000161328,1
ss,125,2.97,3,2.70,5.72878e+07,2.049e+07,0.35767,0.000175626,1
ss,125,2.97,4,0.90,4.37339e+07,2.8388e+07,0.64911,0.000109708,1
ss,125,2.97,4,1.20,5.22503e+07,2.990583e+07,0.57236,0.000121594,1
ss,125,2.97,4,1.50,6.16774e+07,3.259967e+07,0.52855,0.000136279,1
ss,125,2.97,4,1.80,7.18101e+07,3.437817e+07,0.47874,0.000151333,1
ss,125,2.97,4,2.10,8.23043e+07,3.575417e+07,0.43441,0.000166111,1
ss,125,2.97,4,2.40,9.32626e+07,3.70295e+07,0.39705,0.000182354,1
ss,125,2.97,4,2.70,1.04522e+08,3.753133e+07,0.35908,0.000197901,1
ss,125,2.97,5,0.90,7.56541e+07,5.028233e+07,0.66463,0.000148247,1
ss,125,2.97,5,1.20,9.07388e+07,5.28115e+07,0.58202,0.000169252,1
ss,125,2.97,5,1.50,1.07341e+08,5.6667e+07,0.52792,0.000191249,1
ss,125,2.97,5,1.80,1.24739e+08,5.902333e+07,0.47317,0.00021404,1
ss,125,2.97,5,2.10,1.42755e+08,6.048667e+07,0.42371,0.000236727,1
ss,125,2.97,5,2.40,1.61031e+08,6.1025e+07,0.37896,0.000259815,1
ss,125,2.97,5,2.70,1.7937e+08,6.113e+07,0.3408,0.000282942,1
ss,125,2.97,6,0.90,1.33368e+08,8.59e+07,0.64408,0.000208874,1
ss,125,2.97,6,1.20,1.59138e+08,8.8875e+07,0.55848,0.000237223,1
ss,125,2.97,6,1.50,1.86693e+08,9.274833e+07,0.4968,0.000269083,1
ss,125,2.97,6,1.80,2.14787e+08,9.364667e+07,0.436,0.000301637,0
ss,125,2.97,6,2.10,2.42881e+08,9.302667e+07,0.38301,0.000333904,0
ss,125,2.97,6,2.40,2.70603e+08,9.128333e+07,0.33733,0.000366981,0
ss,125,2.97,6,2.70,2.97651e+08,9.016e+07,0.30291,0.000397642,0
ss,125,2.97,7,0.90,2.25349e+08,1.299333e+08,0.57659,0.000306187,0
ss,125,2.97,7,1.20,2.64329e+08,1.317317e+08,0.49836,0.000348673,0
ss,125,2.97,7,1.50,3.04388e+08,1.321983e+08,0.43431,0.000396349,0
ss,125,2.97,7,1.80,3.43648e+08,1.283333e+08,0.37344,0.000444518,0
ss,125,2.97,7,2.10,3.81388e+08,1.22665e+08,0.32163,0.000486768,0
ss,125,2.97,7,2.40,4.17247e+08,1.159533e+08,0.2779,0.000534798,0
ss,125,2.97,7,2.70,4.5096e+08,1.123767e+08,0.24919,0.00057964,0
ss,125,3.30,0,0.90,4668120,2668333,0.57161,6.20604e-05,0
ss,125,3.30,0,1.20,5468620,2792033,0.51056,6.70223e-05,0
ss,125,3.30,0,1.50,6343340,2969067,0.46806,7.26776e-05,0
ss,125,3.30,0,1.80,7250060,3080967,0.42496,7.85498e-05,0
ss,125,3.30,0,2.10,8191920,3180783,0.38828,8.37526e-05,0
ss,125,3.30,0,2.40,9158530,3201800,0.3496,8.99409e-05,0
ss,125,3.30,0,2.70,1.0113e+07,3181567,0.3146,9.52075e-05,1
ss,125,3.30,1,0.90,7614760,4412933,0.57952,7.27527e-05,0
ss,125,3.30,1,1.20,8938640,4617233,0.51655,7.8567e-05,0
ss,125,3.30,1,1.50,1.03851e+07,4915933,0.47336,8.62275e-05,1
ss,125,3.30,1,1.80,1.18882e+07,5129833,0.43151,9.42024e-05,1
ss,125,3.30,1,2.10,1.3463e+07,5279000,0.39211,0.000101989,1
ss,125,3.30,1,2.40,1.50556e+07,5367000,0.35648,0.000110385,1
ss,125,3.30,1,2.70,1.66832e+07,5425333,0.3252,0.000118338,1
ss,125,3.30,2,0.90,1.27034e+07,7536667,0.59328,8.10074e-05,1
ss,125,3.30,2,1.20,1.49644e+07,7887833,0.52711,8.85789e-05,1
ss,125,3.30,2,1.50,1.74361e+07,8473667,0.48598,9.76386e-05,1
ss,125,3.30,2,1.80,2.00486e+07,8830167,0.44044,0.000107443,1
ss,125,3.30,2,2.10,2.27342e+07,9122000,0.40125,0.000116133,1
ss,125,3.30,2,2.40,2.55218e+07,9432167,0.36957,0.000125435,1
ss,125,3.30,2,2.70,2.83935e+07,9572333,0.33713,0.000135823,1
ss,125,3.30,3,0.90,2.10762e+07,1.276733e+07,0.60577,0.000102626,1
ss,125,3.30,3,1.20,2.49064e+07,1.3445e+07,0.53982,0.000114375,1
ss,125,3.30,3,1.50,2.91432e+07,1.4461e+07,0.4962,0.000126672,1
ss,125,3.30,3,1.80,3.3583e+07,1.520717e+07,0.45282,0.000140591,1
ss,125,3.30,3,2.10,3.82675e+07,1.594283e+07,0.41662,0.000152831,1
ss,125,3.30,3,2.40,4.31487e+07,1.638017e+07,0.37962,0.000166965,1
ss,125,3.30,3,2.70,4.80956e+07,1.648967e+07,0.34285,0.000180555,1
ss,125,3.30,4,0.90,3.73396e+07,2.324e+07,0.6224,0.000114747,1
ss,125,3.30,4,1.20,4.43116e+07,2.450567e+07,0.55303,0.000127869,1
ss,125,3.30,4,1.50,5.2043e+07,2.665017e+07,0.51208,0.000142118,1
ss,125,3.30,4,1.80,6.03017e+07,2.809167e+07,0.46585,0.000157591,1
ss,125,3.30,4,2.10,6.8898e+07,2.931967e+07,0.42555,0.000172378,1
ss,125,3.30,4,2.40,7.78935e+07,3.0812e+07,0.39557,0.000189061,1
ss,125,3.30,4,2.70,8.73852e+07,3.1639e+07,0.36206,0.000204655,1
ss,125,3.30,5,0.90,6.36149e+07,4.1261e+07,0.64861,0.000155587,1
ss,125,3.30,5,1.20,7.59932e+07,4.363067e+07,0.57414,0.0001754,1
ss,125,3.30,5,1.50,8.97933e+07,4.750633e+07,0.52906,0.00019853,1
ss,125,3.30,5,1.80,1.04497e+08,5.020117e+07,0.48041,0.00022027,1
ss,125,3.30,5,2.10,1.19914e+08,5.2285e+07,0.43602,0.000245627,1
ss,125,3.30,5,2.40,1.35868e+08,5.384e+07,0.39627,0.00026951,1
ss,125,3.30,5,2.70,1.52218e+08,5.45e+07,0.35804,0.000292749,1
ss,125,3.30,6,0.90,1.12501e+08,7.485667e+07,0.66539,0.000216914,1
ss,125,3.30,6,1.20,1.34958e+08,7.8445e+07,0.58125,0.000248893,1
ss,125,3.30,6,1.50,1.59568e+08,8.3915e+07,0.52589,0.000279925,1
ss,125,3.30,6,1.80,1.85307e+08,8.679167e+07,0.46837,0.00031601,1
ss,125,3.30,6,2.10,2.11643e+08,8.812e+07,0.41636,0.0003483,0
ss,125,3.30,6,2.40,2.38179e+08,8.846167e+07,0.37141,0.000382917,0
ss,125,3.30,6,2.70,2.6472e+08,8.847e+07,0.3342,0.000417546,0
ss,125,3.30,7,0.90,1.95552e+08,1.233533e+08,0.6308,0.000321765,1
ss,125,3.30,7,1.20,2.32558e+08,1.2687e+08,0.54554,0.000366873,0
ss,125,3.30,7,1.50,2.71674e+08,1.307567e+08,0.4813,0.000417036,0
ss,125,3.30,7,1.80,3.11012e+08,1.300933e+08,0.41829,0.000464933,0
ss,125,3.30,7,2.10,3.4973e+08,1.274267e+08,0.36436,0.000515935,0
ss,125,3.30,7,2.40,3.87468e+08,1.23125e+08,0.31777,0.000564058,0
ss,125,3.30,7,2.70,4.23605e+08,1.204567e+08,0.28436,0.000614554,0
ss,125,3.63,0,0.90,4278220,2414200,0.5643,6.62934e-05,0
ss,125,3.63,0,1.20,5002480,2499117,0.49958,7.12671e-05,0
ss,125,3.63,0,1.50,5777690,2637150,0.45644,7.74549e-05,0
ss,125,3.63,0,1.80,6584770,2734883,0.41533,8.26755e-05,0
ss,125,3.63,0,2.10,7418620,2795050,0.37676,8.85402e-05,0
ss,125,3.63,0,2.40,8261800,2820867,0.34143,9.36516e-05,0
ss,125,3.63,0,2.70,9111140,2831133,0.31073,9.94373e-05,0
ss,125,3.63,1,0.90,6920170,3912933,0.56544,7.80473e-05,0
ss,125,3.63,1,1.20,8094050,4075650,0.50354,8.45281e-05,0
ss,125,3.63,1,1.50,9365560,4337083,0.46309,9.16709e-05,0
ss,125,3.63,1,1.80,1.06963e+07,4495733,0.42031,9.90254e-05,1
ss,125,3.63,1,2.10,1.2063e+07,4580833,0.37974,0.000107685,1
ss,125,3.63,1,2.40,1.34448e+07,4685500,0.3485,0.000113683,1
ss,125,3.63,1,2.70,1.48743e+07,4765000,0.32035,0.000122478,1
ss,125,3.63,2,0.90,1.14678e+07,6610000,0.5764,8.65277e-05,1
ss,125,3.63,2,1.20,1.34508e+07,6893000,0.51246,9.41918e-05,1
ss,125,3.63,2,1.50,1.56036e+07,7361833,0.4718,0.000103011,1
ss,125,3.63,2,1.80,1.78679e+07,7652833,0.4283,0.000113095,1
ss,125,3.63,2,2.10,2.01953e+07,7908667,0.39161,0.000120908,1
ss,125,3.63,2,2.40,2.26131e+07,8152833,0.36054,0.000130548,1
ss,125,3.63,2,2.70,2.5087e+07,8246333,0.32871,0.000140693,1
ss,125,3.63,3,0.90,1.88097e+07,1.107033e+07,0.58854,0.000108033,1
ss,125,3.63,3,1.20,2.21308e+07,1.159967e+07,0.52414,0.000119716,1
ss,125,3.63,3,1.50,2.57695e+07,1.24455e+07,0.48295,0.000133306,1
ss,125,3.63,3,1.80,2.95981e+07,1.3009e+07,0.43952,0.000147047,1
ss,125,3.63,3,2.10,3.35749e+07,1.348383e+07,0.4016,0.000159339,1
ss,125,3.63,3,2.40,3.76884e+07,1.3875e+07,0.36815,0.000173747,1
ss,125,3.63,3,2.70,4.18999e+07,1.403833e+07,0.33504,0.000188876,1
ss,125,3.63,4,0.90,3.30687e+07,1.977567e+07,0.59802,0.000121174,1
ss,125,3.63,4,1.20,3.90014e+07,2.085417e+07,0.5347,0.000134462,1
ss,125,3.63,4,1.50,4.55812e+07,2.255083e+07,0.49474,0.000148811,1
ss,125,3.63,4,1.80,5.25319e+07,2.373067e+07,0.45174,0.000164898,1
ss,125,3.63,4,2.10,5.98196e+07,2.467917e+07,0.41256,0.000179878,1
ss,125,3.63,4,2.40,6.73394e+07,2.5649e+07,0.38089,0.000196511,1
ss,125,3.63,4,2.70,7.5209e+07,2.6232e+07,0.34879,0.000212168,1
ss,125,3.63,5,0.90,5.54787e+07,3.4729e+07,0.62599,0.000163024,1
ss,125,3.63,5,1.20,6.58974e+07,3.659167e+07,0.55528,0.000183928,1
ss,125,3.63,5,1.50,7.74337e+07,3.987717e+07,0.51498,0.000205184,1
ss,125,3.63,5,1.80,8.98237e+07,4.239217e+07,0.47195,0.000230551,1
ss,125,3.63,5,2.10,1.02869e+08,4.43105e+07,0.43075,0.000253331,1
ss,125,3.63,5,2.40,1.1641e+08,4.607e+07,0.39576,0.000278044,1
ss,125,3.63,5,2.70,1.30511e+08,4.700333e+07,0.36015,0.000303016,1
ss,125,3.63,6,0.90,9.72038e+07,6.383067e+07,0.65667,0.000223869,1
ss,125,3.63,6,1.20,1.16353e+08,6.7427e+07,0.5795,0.000256804,1
ss,125,3.63,6,1.50,1.3766e+08,7.315833e+07,0.53144,0.000288932,1
ss,125,3.63,6,1.80,1.60248e+08,7.702333e+07,0.48065,0.000326738,1
ss,125,3.63,6,2.10,1.83874e+08,7.963833e+07,0.43311,0.000362414,1
ss,125,3.63,6,2.40,2.08031e+08,8.119833e+07,0.39032,0.000398173,0
ss,125,3.63,6,2.70,2.32593e+08,8.187333e+07,0.352,0.000434274,0
ss,125,3.63,7,0.90,1.69797e+08,1.1158e+08,0.65714,0.000331758,1
ss,125,3.63,7,1.20,2.03271e+08,1.162667e+08,0.57198,0.000381003,0
ss,125,3.63,7,1.50,2.39557e+08,1.2275e+08,0.5124,0.000434478,0
ss,125,3.63,7,1.80,2.76921e+08,1.250933e+08,0.45173,0.00048542,0
ss,125,3.63,7,2.10,3.14613e+08,1.251983e+08,0.39794,0.000541244,0
ss,125,3.63,7,2.40,3.5204e+08,1.2363e+08,0.35118,0.00059504,0
ss,125,3.63,7,2.70,3.88791e+08,1.225033e+08,0.31509,0.000644757,0
typical,-40,2.97,0,0.90,4218750,2808900,0.66581,3.73518e-05,0
typical,-40,2.97,0,1.20,5061420,2890383,0.57106,4.15497e-05,0
typical,-40,2.97,0,1.50,5952980,3034133,0.50968,4.56046e-05,0
typical,-40,2.97,0,1.80,6881900,3146233,0.45718,4.98934e-05,0
typical,-40,2.97,0,2.10,7840720,3192383,0.40715,5.51812e-05,0
typical,-40,2.97,0,2.40,8797330,3242417,0.36857,5.93315e-05,0
typical,-40,2.97,0,2.70,9786170,3296133,0.33682,6.5914e-05,0
typical,-40,2.97,1,0.90,6841340,4584800,0.67016,4.55569e-05,0
typical,-40,2.97,1,1.20,8216780,4737617,0.57658,5.03086e-05,0
typical,-40,2.97,1,1.50,9683910,4988367,0.51512,5.6257e-05,0
typical,-40,2.97,1,1.80,1.12098e+07,5161150,0.46041,6.23169e-05,1
typical,-40,2.97,1,2.10,1.27806e+07,5251333,0.41088,6.97732e-05,1
typical,-40,2.97,1,2.40,1.43606e+07,5363833,0.37351,7.62521e-05,1
typical,-40,2.97,1,2.70,1.59989e+07,5461000,0.34134,8.13977e-05,1
typical,-40,2.97,2,0.90,1.15916e+07,7797333,0.67267,5.07769e-05,1
typical,-40,2.97,2,1.20,1.39308e+07,8086667,0.58049,5.77194e-05,1
typical,-40,2.97,2,1.50,1.64436e+07,8576333,0.52156,6.52901e-05,1
typical,-40,2.97,2,1.80,1.90766e+07,8838500,0.46332,7.2228e-05,1
typical,-40,2.97,2,2.10,2.17467e+07,9146500,0.42059,8.00191e-05,1
typical,-40,2.97,2,2.40,2.45645e+07,9532333,0.38805,8.85805e-05,1
typical,-40,2.97,2,2.70,2.74661e+07,9672000,0.35214,9.51907e-05,1
typical,-40,2.97,3,0.90,1.89559e+07,1.299133e+07,0.68535,6.69487e-05,1
typical,-40,2.97,3,1.20,2.28533e+07,1.354817e+07,0.59283,7.63893e-05,1
typical,-40,2.97,3,1.50,2.70848e+07,1.446833e+07,0.53419,8.71172e-05,1
typical,-40,2.97,3,1.80,3.15343e+07,1.5144e+07,0.48024,9.75352e-05,1
typical,-40,2.97,3,2.10,3.61712e+07,1.547983e+07,0.42796,0.000107349,1
typical,-40,2.97,3,2.40,4.08222e+07,1.611533e+07,0.39477,0.000120419,1
typical,-40,2.97,3,2.70,4.58404e+07,1.672733e+07,0.3649,0.000132247,1
typical,-40,2.97,4,0.90,3.17462e+07,2.232067e+07,0.7031,7.28917e-05,1
typical,-40,2.97,4,1.20,3.84424e+07,2.3359e+07,0.60764,8.51114e-05,1
typical,-40,2.97,4,1.50,4.57616e+07,2.503317e+07,0.54703,9.62045e-05,1
typical,-40,2.97,4,1.80,5.34623e+07,2.5973e+07,0.48582,0.000108416,1
typical,-40,2.97,4,2.10,6.13454e+07,2.71375e+07,0.44237,0.000121267,1
typical,-40,2.97,4,2.40,6.97448e+07,2.8184e+07,0.4041,0.000134421,1
typical,-40,2.97,4,2.70,7.82558e+07,2.837e+07,0.36253,0.000146961,1
typical,-40,2.97,5,0.90,5.31151e+07,3.833467e+07,0.72173,0.000101491,1
typical,-40,2.97,5,1.20,6.46155e+07,4.033217e+07,0.62419,0.00011798,1
typical,-40,2.97,5,1.50,7.73144e+07,4.36555e+07,0.56465,0.000135581,1
typical,-40,2.97,5,1.80,9.08088e+07,4.568933e+07,0.50314,0.000155777,1
typical,-40,2.97,5,2.10,1.04728e+08,4.7497e+07,0.45353,0.000172721,1
typical,-40,2.97,5,2.40,1.19307e+08,4.989833e+07,0.41823,0.000193664,1
typical,-40,2.97,5,2.70,1.34667e+08,5.12e+07,0.3802,0.000213143,1
typical,-40,2.97,6,0.90,9.4072e+07,7.015333e+07,0.74574,0.000146568,1
typical,-40,2.97,6,1.20,1.15118e+08,7.359333e+07,0.63929,0.000171202,1
typical,-40,2.97,6,1.50,1.38228e+08,7.941333e+07,0.57451,0.000197499,1
typical,-40,2.97,6,1.80,1.62766e+08,8.364667e+07,0.51391,0.000224771,1
typical,-40,2.97,6,2.10,1.88416e+08,8.599e+07,0.45638,0.000255632,1
typical,-40,2.97,6,2.40,2.1436e+08,8.739833e+07,0.40772,0.000283968,0
typical,-40,2.97,6,2.70,2.40855e+08,8.831667e+07,0.36668,0.00031307,0
typical,-40,2.97,7,0.90,1.61692e+08,1.2226e+08,0.75613,0.000218906,1
typical,-40,2.97,7,1.20,1.9837e+08,1.270817e+08,0.64063,0.000258427,1
typical,-40,2.97,7,1.50,2.37941e+08,1.344017e+08,0.56485,0.000300201,0
typical,-40,2.97,7,1.80,2.79011e+08,1.376883e+08,0.49349,0.000343971,0
typical,-40,2.97,7,2.10,3.20554e+08,1.388667e+08,0.43321,0.000386589,0
typical,-40,2.97,7,2.40,3.62331e+08,1.393383e+08,0.38456,0.000432788,0
typical,-40,2.97,7,2.70,4.04157e+08,1.3942e+08,0.34496,0.00047559,0
typical,-40,3.30,0,0.90,3842450,2471567,0.64323,4.27848e-05,0
typical,-40,3.30,0,1.20,4583920,2536150,0.55327,4.55362e-05,0
typical,-40,3.30,0,1.50,5364140,2666850,0.49716,5.09889e-05,0
typical,-40,3.30,0,1.80,6184030,2761533,0.44656,5.57141e-05,0
typical,-40,3.30,0,2.10,7021060,2793150,0.39782,6.07879e-05,0
typical,-40,3.30,0,2.40,7859920,2788767,0.35481,6.41782e-05,0
typical,-40,3.30,0,2.70,8694320,2781333,0.3199,7.09213e-05,0
typical,-40,3.30,1,0.90,6164730,3975000,0.6448,4.9865e-05,0
typical,-40,3.30,1,1.20,7357230,4108317,0.55841,5.53798e-05,0
typical,-40,3.30,1,1.50,8629720,4306517,0.49903,6.14281e-05,0
typical,-40,3.30,1,1.80,9941140,4469300,0.44958,6.69584e-05,0
typical,-40,3.30,1,2.10,1.13113e+07,4523433,0.3999,7.35626e-05,1
typical,-40,3.30,1,2.40,1.26552e+07,4612333,0.36446,8.02035e-05,1
typical,-40,3.30,1,2.70,1.40787e+07,4745000,0.33703,8.73057e-05,1
typical,-40,3.30,2,0.90,1.0358e+07,6707000,0.64752,5.53529e-05,1
typical,-40,3.30,2,1.20,1.23701e+07,6947667,0.56165,6.41345e-05,1
typical,-40,3.30,2,1.50,1.45266e+07,7350500,0.506,7.10075e-05,1
typical,-40,3.30,2,1.80,1.67804e+07,7594333,0.45257,7.84782e-05,1
typical,-40,3.30,2,2.10,1.90832e+07,7737000,0.40544,8.57463e-05,1
typical,-40,3.30,2,2.40,2.14226e+07,7831000,0.36555,9.27632e-05,1
typical,-40,3.30,2,2.70,2.37818e+07,7864000,0.33067,0.000101102,1
typical,-40,3.30,3,0.90,1.67054e+07,1.107867e+07,0.66318,7.38896e-05,1
typical,-40,3.30,3,1.20,2.0029e+07,1.14685e+07,0.57259,8.30703e-05,1
typical,-40,3.30,3,1.50,2.35865e+07,1.215433e+07,0.51531,9.32395e-05,1
typical,-40,3.30,3,1.80,2.73216e+07,1.263383e+07,0.46241,0.000103425,1
typical,-40,3.30,3,2.10,3.11668e+07,1.282633e+07,0.41154,0.000116146,1
typical,-40,3.30,3,2.40,3.50174e+07,1.30925e+07,0.37389,0.000126631,1
typical,-40,3.30,3,2.70,3.90223e+07,1.334967e+07,0.3421,0.000138738,1
typical,-40,3.30,4,0.90,2.77518e+07,1.881433e+07,0.67795,8.09798e-05,1
typical,-40,3.30,4,1.20,3.33961e+07,1.9533e+07,0.58489,9.2917e-05,1
typical,-40,3.30,4,1.50,3.94716e+07,2.08165e+07,0.52738,0.00010377,1
typical,-40,3.30,4,1.80,4.5886e+07,2.168433e+07,0.47257,0.000117527,1
typical,-40,3.30,4,2.10,5.24822e+07,2.22635e+07,0.42421,0.000129029,1
typical,-40,3.30,4,2.40,5.92441e+07,2.294483e+07,0.38729,0.000143062,1
typical,-40,3.30,4,2.70,6.62491e+07,2.335e+07,0.35246,0.000155453,1
typical,-40,3.30,5,0.90,4.56146e+07,3.1917e+07,0.69971,0.000111118,1
typical,-40,3.30,5,1.20,5.51897e+07,3.3197e+07,0.60151,0.000127271,1
typical,-40,3.30,5,1.50,6.55328e+07,3.555067e+07,0.54249,0.000144636,1
typical,-40,3.30,5,1.80,7.65201e+07,3.734967e+07,0.4881,0.000164654,1
typical,-40,3.30,5,2.10,8.79426e+07,3.879633e+07,0.44116,0.00018271,1
typical,-40,3.30,5,2.40,9.97979e+07,4.0029e+07,0.4011,0.00020382,1
typical,-40,3.30,5,2.70,1.1196e+08,4.054033e+07,0.3621,0.000223867,1
typical,-40,3.30,6,0.90,7.98306e+07,5.743167e+07,0.71942,0.000154843,1
typical,-40,3.30,6,1.20,9.70601e+07,6.0119e+07,0.6194,0.000181385,1
typical,-40,3.30,6,1.50,1.15902e+08,6.513983e+07,0.56203,0.000209514,1
typical,-40,3.30,6,1.80,1.36144e+08,6.865e+07,0.50425,0.000237726,1
typical,-40,3.30,6,2.10,1.57092e+08,7.138e+07,0.45438,0.000266099,1
typical,-40,3.30,6,2.40,1.78972e+08,7.405e+07,0.41375,0.000297309,1
typical,-40,3.30,6,2.70,2.01522e+08,7.516667e+07,0.37299,0.000327723,0
typical,-40,3.30,7,0.90,1.3541e+08,1.014267e+08,0.74903,0.000230828,1
typical,-40,3.30,7,1.20,1.65838e+08,1.0672e+08,0.64352,0.000271938,1
typical,-40,3.30,7,1.50,1.99442e+08,1.152333e+08,0.57778,0.000313457,1
typical,-40,3.30,7,1.80,2.34978e+08,1.2052e+08,0.5129,0.000359456,0
typical,-40,3.30,7,2.10,2.71754e+08,1.246367e+08,0.45864,0.000406118,0
typical,-40,3.30,7,2.40,3.0976e+08,1.271683e+08,0.41054,0.000453164,0
typical,-40,3.30,7,2.70,3.48055e+08,1.2765e+08,0.36675,0.000498482,0
typical,-40,3.63,0,0.90,3590840,2232633,0.62176,4.79443e-05,0
typical,-40,3.63,0,1.20,4260630,2322550,0.54512,5.25578e-05,0
typical,-40,3.63,0,1.50,4984370,2430733,0.48767,5.62604e-05,0
typical,-40,3.63,0,1.80,5719070,2462167,0.43052,6.12483e-05,0
typical,-40,3.63,0,2.10,6461670,2502183,0.38723,6.66035e-05,0
typical,-40,3.63,0,2.40,7220380,2550883,0.35329,7.13801e-05,0
typical,-40,3.63,0,2.70,7992200,2572733,0.32191,7.50097e-05,0
typical,-40,3.63,1,0.90,5708810,3595700,0.62985,5.44103e-05,0
typical,-40,3.63,1,1.20,6787520,3697650,0.54477,6.10574e-05,0
typical,-40,3.63,1,1.50,7927400,3869600,0.48813,6.73179e-05,0
typical,-40,3.63,1,1.80,9109280,3952833,0.43393,7.45704e-05,0
typical,-40,3.63,1,2.10,1.02991e+07,4052200,0.39345,7.93757e-05,1
typical,-40,3.63,1,2.40,1.15406e+07,4109000,0.35605,8.84954e-05,1
typical,-40,3.63,1,2.70,1.27645e+07,4079667,0.31961,9.5306e-05,1
typical,-40,3.63,2,0.90,9534260,6008133,0.63016,6.24542e-05,0
typical,-40,3.63,2,1.20,1.13367e+07,6194233,0.54639,7.06015e-05,1
typical,-40,3.63,2,1.50,1.32508e+07,6499500,0.4905,7.86814e-05,1
typical,-40,3.63,2,1.80,1.52364e+07,6712333,0.44055,8.46791e-05,1
typical,-40,3.63,2,2.10,1.72782e+07,6806333,0.39393,9.37868e-05,1
typical,-40,3.63,2,2.40,1.93202e+07,6981000,0.36133,0.000100367,1
typical,-40,3.63,2,2.70,2.14668e+07,7155333,0.33332,0.000107789,1
typical,-40,3.63,3,0.90,1.52192e+07,9767333,0.64178,7.9598e-05,1
typical,-40,3.63,3,1.20,1.81494e+07,1.007733e+07,0.55524,9.02628e-05,1
typical,-40,3.63,3,1.50,2.12656e+07,1.060517e+07,0.4987,0.000101638,1
typical,-40,3.63,3,1.80,2.45125e+07,1.09345e+07,0.44608,0.000113253,1
typical,-40,3.63,3,2.10,2.78263e+07,1.12415e+07,0.40399,0.000122672,1
typical,-40,3.63,3,2.40,3.12574e+07,1.149517e+07,0.36776,0.000136239,1
typical,-40,3.63,3,2.70,3.47234e+07,1.155333e+07,0.33272,0.000149363,1
typical,-40,3.63,4,0.90,2.51662e+07,1.650667e+07,0.65591,8.90839e-05,1
